iteration,max_L,min_L,c_exact_avg,g_exact_avg_0,c_avg,g_avg_0,c_pi_exact,g_pi_exact_0,c_pi,g_pi_0,lambda_0,c_br_exact,g_br_exact_0,c_br,g_br_0
0.0,2.07250202447176,0.9771690890192986,0.0,0.0,-0.11816384643316269,0.17302219569683075,0.0,0.0,-0.11816384643316269,0.17302219569683075,15.0,0.0,0.0,-0.11816384643316269,0.17302219569683075
1.0,-0.0036198385059833527,0.9324354465429993,0.0,0.0,-0.0036198385059833527,0.003578469157218933,0.0,0.0,0.11092416942119598,-0.16586525738239288,29.240840519806,0.0,0.0,0.1475946605205536,0.1354803740978241
2.0,-0.0514058880507946,-3.7331730910275547,-0.08472886094430004,0.0,-0.0514058880507946,-0.04861324032147726,-0.25418658283290013,0.0,-0.1469779759645462,-0.15299665927886963,0.001947866450002425,-0.25418658283290013,0.0,-0.17045320570468903,-0.14157970249652863
3.0,-0.07749612629413605,0.8145946125685967,-0.12709329141645007,0.0,-0.07749612629413605,-0.0740700215101242,-0.25418658283290013,0.0,-0.15576685965061188,-0.15044036507606506,6.249348199179657e-09,0.0,0.0,0.08845726400613785,0.16565023362636566
4.0,-0.09360551834106445,-2.2949264765441555,-0.15251194969974008,0.0,-0.09360551834106445,-0.08854747116565705,-0.25418658283290013,0.0,-0.15804310142993927,-0.1464572697877884,2.2781970931787737e-14,-0.25418658283290013,0.0,-0.14228206872940063,-0.14327630400657654
